time,play,quarter,home_team,away_team,name,assister,stage,game_num,win_difference,games_played,win_percentage,home_score,away_score,score_difference
9:25,defensive rebound,3rd,CELTICS,76ERS,Jayson Tatum,None,PS,None,1,1,100.0,62,65,3
9:16,misses 28-foot three point jumper,3rd,CELTICS,76ERS,Jayson Tatum,None,PS,None,1,1,100.0,62,65,3
8:56,makes 27-foot three point jumper,3rd,CELTICS,76ERS,Tobias Harris,Tyrese Maxey,PS,None,1,1,0.0,62,68,6
8:33,misses 27-foot three point jumper,3rd,CELTICS,76ERS,Derrick White,None,PS,None,1,1,100.0,62,68,6
8:30,offensive rebound,3rd,CELTICS,76ERS,Jayson Tatum,None,PS,None,1,1,100.0,62,68,6
8:30,shooting foul,3rd,CELTICS,76ERS,Patrick Beverley,None,PS,None,1,1,0.0,62,68,6
8:30,misses free throw 1 of 2,3rd,CELTICS,76ERS,Jayson Tatum,None,PS,None,1,1,100.0,62,68,6
8:30,makes free throw 2 of 2,3rd,CELTICS,76ERS,Jayson Tatum,None,PS,None,1,1,100.0,63,68,5
8:11,makes 12-foot two point shot,3rd,CELTICS,76ERS,Patrick Beverley,None,PS,None,1,1,0.0,63,70,7
8:00,shooting foul,3rd,CELTICS,76ERS,Tobias Harris,None,PS,None,1,1,0.0,63,70,7
8:00,misses free throw 1 of 2,3rd,CELTICS,76ERS,Kristaps Porzingis,None,PS,None,1,1,100.0,63,70,7
8:00,makes free throw 2 of 2,3rd,CELTICS,76ERS,Kristaps Porzingis,None,PS,None,1,1,100.0,64,70,6
7:48,lost ball turnover,3rd,CELTICS,76ERS,Jaden Springer,None,PS,None,1,1,0.0,64,70,6
7:42,makes driving layup,3rd,CELTICS,76ERS,Jayson Tatum,Derrick White,PS,None,1,1,100.0,66,70,4
7:21,misses 23-foot three point jumper,3rd,CELTICS,76ERS,Danuel House Jr.,None,PS,None,1,1,0.0,66,70,4
7:18,defensive rebound,3rd,CELTICS,76ERS,Jayson Tatum,None,PS,None,1,1,100.0,66,70,4
6:58,misses 28-foot three point jumper,3rd,CELTICS,76ERS,Kristaps Porzingis,None,PS,None,1,1,100.0,66,70,4
6:55,defensive rebound,3rd,CELTICS,76ERS,Tobias Harris,None,PS,None,1,1,0.0,66,70,4
6:37,misses driving layup,3rd,CELTICS,76ERS,Paul Reed,None,PS,None,1,1,0.0,66,70,4
6:35,defensive rebound,3rd,CELTICS,76ERS,Jrue Holiday,None,PS,None,1,1,100.0,66,70,4
6:22,shooting foul,3rd,CELTICS,76ERS,Paul Reed,None,PS,None,1,1,0.0,66,70,4
6:22,makes free throw 1 of 2,3rd,CELTICS,76ERS,Jayson Tatum,None,PS,None,1,1,100.0,67,70,3
6:22,makes free throw 2 of 2,3rd,CELTICS,76ERS,Jayson Tatum,None,PS,None,1,1,100.0,68,70,2
6:08,makes dunk,3rd,CELTICS,76ERS,Jaden Springer,Tyrese Maxey,PS,None,1,1,0.0,68,72,4
5:54,bad pass,3rd,CELTICS,76ERS,Kristaps Porzingis,None,PS,None,1,1,100.0,68,72,4
5:54,loose ball foul,3rd,CELTICS,76ERS,Jaylen Brown,None,PS,None,1,1,100.0,68,72,4
5:37,misses 14-foot two point shot,3rd,CELTICS,76ERS,Tyrese Maxey,None,PS,None,1,1,0.0,68,72,4
5:34,defensive rebound,3rd,CELTICS,76ERS,Derrick White,None,PS,None,1,1,100.0,68,72,4
5:27,misses two point shot,3rd,CELTICS,76ERS,Jrue Holiday,None,PS,None,1,1,100.0,68,72,4
5:26,offensive rebound,3rd,CELTICS,76ERS,Kristaps Porzingis,None,PS,None,1,1,100.0,68,72,4
5:22,blocks Jayson Tatum 's 4-foot driving dunk,3rd,CELTICS,76ERS,Jaden Springer,None,PS,None,1,1,0.0,68,72,4
5:21,offensive rebound,3rd,CELTICS,76ERS,Jrue Holiday,None,PS,None,1,1,100.0,68,72,4
5:17,shooting foul,3rd,CELTICS,76ERS,Jaden Springer,None,PS,None,1,1,0.0,68,72,4
5:17,makes free throw 1 of 2,3rd,CELTICS,76ERS,Derrick White,None,PS,None,1,1,100.0,69,72,3
5:17,makes free throw 2 of 2,3rd,CELTICS,76ERS,Derrick White,None,PS,None,1,1,100.0,70,72,2
5:02,misses 23-foot three point jumper,3rd,CELTICS,76ERS,Danny Green,None,PS,None,1,1,0.0,70,72,2
4:59,offensive rebound,3rd,CELTICS,76ERS,Jaden Springer,None,PS,None,1,1,0.0,70,72,2
4:59,makes two point shot,3rd,CELTICS,76ERS,Jaden Springer,None,PS,None,1,1,0.0,70,74,4
4:59,shooting foul,3rd,CELTICS,76ERS,Jaylen Brown,None,PS,None,1,1,100.0,70,74,4
4:59,misses free throw 1 of 1,3rd,CELTICS,76ERS,Jaden Springer,None,PS,None,1,1,0.0,70,74,4
4:57,defensive rebound,3rd,CELTICS,76ERS,Kristaps Porzingis,None,PS,None,1,1,100.0,70,74,4
4:50,misses 14-foot two point shot,3rd,CELTICS,76ERS,Jrue Holiday,None,PS,None,1,1,100.0,70,74,4
4:42,personal foul,3rd,CELTICS,76ERS,Tyrese Maxey,None,PS,None,1,1,0.0,70,74,4
4:42,misses free throw 1 of 2,3rd,CELTICS,76ERS,Kristaps Porzingis,None,PS,None,1,1,100.0,70,74,4
4:42,misses free throw 2 of 2,3rd,CELTICS,76ERS,Kristaps Porzingis,None,PS,None,1,1,100.0,70,74,4
4:42,defensive rebound,3rd,CELTICS,76ERS,Danuel House Jr.,None,PS,None,1,1,0.0,70,74,4
4:28,makes 20-foot step back jumpshot,3rd,CELTICS,76ERS,Tyrese Maxey,None,PS,None,1,1,0.0,70,76,6
4:16,misses driving layup,3rd,CELTICS,76ERS,Jrue Holiday,None,PS,None,1,1,100.0,70,76,6
4:12,defensive rebound,3rd,CELTICS,76ERS,Danuel House Jr.,None,PS,None,1,1,0.0,70,76,6
4:08,blocks Jaden Springer 's 6-foot two point shot,3rd,CELTICS,76ERS,Derrick White,None,PS,None,1,1,100.0,70,76,6
4:06,defensive rebound,3rd,CELTICS,76ERS,Jayson Tatum,None,PS,None,1,1,100.0,70,76,6
4:03,makes 3-foot dunk,3rd,CELTICS,76ERS,Jaylen Brown,Jrue Holiday,PS,None,1,1,100.0,72,76,4
3:41,misses 19-foot pullup jump shot,3rd,CELTICS,76ERS,Tyrese Maxey,None,PS,None,1,1,0.0,72,76,4
3:38,offensive rebound,3rd,CELTICS,76ERS,Mo Bamba,None,PS,None,1,1,0.0,72,76,4
3:38,out of bounds bad pass turnover,3rd,CELTICS,76ERS,Mo Bamba,None,PS,None,1,1,0.0,72,76,4
3:26,offensive goaltending turnover,3rd,CELTICS,76ERS,Kristaps Porzingis,None,PS,None,1,1,100.0,72,76,4
3:14,bad pass,3rd,CELTICS,76ERS,Danuel House Jr.,None,PS,None,1,1,0.0,72,76,4
3:10,makes dunk,3rd,CELTICS,76ERS,Jaylen Brown,Jayson Tatum,PS,None,1,1,100.0,74,76,2
2:51,misses 26-foot three point jumper,3rd,CELTICS,76ERS,Mo Bamba,None,PS,None,1,1,0.0,74,76,2
2:50,loose ball foul,3rd,CELTICS,76ERS,Derrick White,None,PS,None,1,1,100.0,74,76,2
2:39,misses 28-foot step back jumpshot,3rd,CELTICS,76ERS,Tyrese Maxey,None,PS,None,1,1,0.0,74,76,2
2:19,makes driving layup,3rd,CELTICS,76ERS,Jaylen Brown,None,PS,None,1,1,100.0,76,76,0
2:11,lost ball turnover,3rd,CELTICS,76ERS,David Duke Jr.,None,PS,None,1,1,0.0,76,76,0
2:06,makes 26-foot running pullup jump shot,3rd,CELTICS,76ERS,Jaylen Brown,Jayson Tatum,PS,None,1,1,100.0,79,76,3
1:46,lost ball turnover,3rd,CELTICS,76ERS,David Duke Jr.,None,PS,None,1,1,0.0,79,76,3
1:44,personal foul,3rd,CELTICS,76ERS,Mo Bamba,None,PS,None,1,1,0.0,79,76,3
1:44,makes free throw 1 of 2,3rd,CELTICS,76ERS,Luke Kornet,None,PS,None,1,1,100.0,80,76,4
1:44,makes free throw 2 of 2,3rd,CELTICS,76ERS,Luke Kornet,None,PS,None,1,1,100.0,81,76,5
1:25,makes 22-foot jumper,3rd,CELTICS,76ERS,Mo Bamba,None,PS,None,1,1,0.0,81,78,3
1:09,offensive foul,3rd,CELTICS,76ERS,Luke Kornet,None,PS,None,1,1,100.0,81,78,3
1:09,turnover,3rd,CELTICS,76ERS,Luke Kornet,None,PS,None,1,1,100.0,81,78,3
55.1,misses 26-foot three point jumper,3rd,CELTICS,76ERS,Mo Bamba,None,PS,None,1,1,0.0,81,78,3
52.1,defensive rebound,3rd,CELTICS,76ERS,Sam Hauser,None,PS,None,1,1,100.0,81,78,3
41.0,misses driving dunk,3rd,CELTICS,76ERS,Oshae Brissett,None,PS,None,1,1,100.0,81,78,3
39.1,IV defensive rebound,3rd,CELTICS,76ERS,Ricky Council,None,PS,None,1,1,,81,78,3
35.2,misses two point shot,3rd,CELTICS,76ERS,David Duke Jr.,None,PS,None,1,1,0.0,81,78,3
33.2,IV offensive rebound,3rd,CELTICS,76ERS,Ricky Council,None,PS,None,1,1,,81,78,3
33.0,IV misses two point shot,3rd,CELTICS,76ERS,Ricky Council,None,PS,None,1,1,,81,78,3
31.0,defensive rebound,3rd,CELTICS,76ERS,Dalano Banton,None,PS,None,1,1,100.0,81,78,3
24.2,bad pass,3rd,CELTICS,76ERS,Payton Pritchard,None,PS,None,1,1,100.0,81,78,3
20.0,IV makes two point shot,3rd,CELTICS,76ERS,Ricky Council,None,PS,None,1,1,,81,80,1
2.0,misses 27-foot three point jumper,3rd,CELTICS,76ERS,Sam Hauser,None,PS,None,1,1,100.0,81,80,1
2.0,defensive rebound,3rd,CELTICS,76ERS,Mo Bamba,None,PS,None,1,1,0.0,81,80,1
11:47,bad pass,4th,CELTICS,76ERS,Payton Pritchard,None,PS,None,1,1,100.0,81,80,1
11:35,misses 9-foot two point shot,4th,CELTICS,76ERS,Mo Bamba,None,PS,None,1,1,0.0,81,80,1
11:32,defensive rebound,4th,CELTICS,76ERS,Luke Kornet,None,PS,None,1,1,100.0,81,80,1
11:24,makes 27-foot three pointer,4th,CELTICS,76ERS,Payton Pritchard,None,PS,None,1,1,100.0,84,80,4
11:05,makes 24-foot three point jumper,4th,CELTICS,76ERS,Jaden Springer,Filip Petrusev,PS,None,1,1,0.0,84,83,1
10:50,misses driving layup,4th,CELTICS,76ERS,Oshae Brissett,None,PS,None,1,1,100.0,84,83,1
10:47,defensive rebound,4th,CELTICS,76ERS,Mo Bamba,None,PS,None,1,1,0.0,84,83,1
10:40,personal foul,4th,CELTICS,76ERS,Dalano Banton,None,PS,None,1,1,100.0,84,83,1
10:38,makes dunk,4th,CELTICS,76ERS,Filip Petrusev,Javonte Smart,PS,None,1,1,0.0,84,85,1
10:20,makes 27-foot three pointer,4th,CELTICS,76ERS,Oshae Brissett,Luke Kornet,PS,None,1,1,100.0,87,85,2
10:09,makes 27-foot step back jumpshot,4th,CELTICS,76ERS,Javonte Smart,None,PS,None,1,1,0.0,87,88,1
9:55,misses 27-foot three point jumper,4th,CELTICS,76ERS,Payton Pritchard,None,PS,None,1,1,100.0,87,88,1
9:50,defensive rebound,4th,CELTICS,76ERS,Filip Petrusev,None,PS,None,1,1,0.0,87,88,1
9:45,misses dunk,4th,CELTICS,76ERS,Mo Bamba,None,PS,None,1,1,0.0,87,88,1
9:43,IV offensive rebound,4th,CELTICS,76ERS,Ricky Council,None,PS,None,1,1,,87,88,1
9:39,personal foul,4th,CELTICS,76ERS,Sam Hauser,None,PS,None,1,1,100.0,87,88,1
9:29,traveling,4th,CELTICS,76ERS,Javonte Smart,None,PS,None,1,1,0.0,87,88,1
9:17,makes alley oop dunk shot,4th,CELTICS,76ERS,Luke Kornet,Payton Pritchard,PS,None,1,1,100.0,89,88,1
9:04,makes 28-foot jump bank shot,4th,CELTICS,76ERS,Mo Bamba,Javonte Smart,PS,None,1,1,0.0,89,91,2
8:39,misses 27-foot three point jumper,4th,CELTICS,76ERS,Oshae Brissett,None,PS,None,1,1,100.0,89,91,2
8:36,loose ball foul,4th,CELTICS,76ERS,Mo Bamba,None,PS,None,1,1,0.0,89,91,2
8:32,misses 23-foot three point jumper,4th,CELTICS,76ERS,Sam Hauser,None,PS,None,1,1,100.0,89,91,2
8:30,defensive rebound,4th,CELTICS,76ERS,Javonte Smart,None,PS,None,1,1,0.0,89,91,2
8:19,misses 26-foot three point jumper,4th,CELTICS,76ERS,Javonte Smart,None,PS,None,1,1,0.0,89,91,2
8:17,defensive rebound,4th,CELTICS,76ERS,Oshae Brissett,None,PS,None,1,1,100.0,89,91,2
8:04,misses 27-foot three point pullup jump shot,4th,CELTICS,76ERS,Dalano Banton,None,PS,None,1,1,100.0,89,91,2
7:56,personal foul,4th,CELTICS,76ERS,Payton Pritchard,None,PS,None,1,1,100.0,89,91,2
7:42,makes 27-foot three pointer,4th,CELTICS,76ERS,Javonte Smart,Filip Petrusev,PS,None,1,1,0.0,89,94,5
7:26,bad pass,4th,CELTICS,76ERS,Luke Kornet,None,PS,None,1,1,100.0,89,94,5
7:21,makes two point shot,4th,CELTICS,76ERS,Filip Petrusev,Jaden Springer,PS,None,1,1,0.0,89,96,7
7:07,makes 27-foot three pointer,4th,CELTICS,76ERS,Payton Pritchard,None,PS,None,1,1,100.0,92,96,4
6:57,IV misses 13-foot two point shot,4th,CELTICS,76ERS,Ricky Council,None,PS,None,1,1,,92,96,4
6:56,defensive rebound,4th,CELTICS,76ERS,Luke Kornet,None,PS,None,1,1,100.0,92,96,4
6:46,makes 16-foot pullup jump shot,4th,CELTICS,76ERS,Payton Pritchard,None,PS,None,1,1,100.0,94,96,2
6:32,misses two point shot,4th,CELTICS,76ERS,Terquavion Smith,None,PS,None,1,1,0.0,94,96,2
6:30,defensive rebound,4th,CELTICS,76ERS,Luke Kornet,None,PS,None,1,1,100.0,94,96,2
6:09,makes 24-foot three point jumper,4th,CELTICS,76ERS,Dalano Banton,Payton Pritchard,PS,None,1,1,100.0,97,96,1
5:54,makes 30-foot three pointer,4th,CELTICS,76ERS,Terquavion Smith,None,PS,None,1,1,0.0,97,99,2
5:35,IV personal foul,4th,CELTICS,76ERS,Ricky Council,None,PS,None,1,1,,97,99,2
5:26,lost ball turnover,4th,CELTICS,76ERS,Dalano Banton,None,PS,None,1,1,100.0,97,99,2
5:22,makes two point shot,4th,CELTICS,76ERS,Terquavion Smith,None,PS,None,1,1,0.0,97,101,4
5:16,misses running pullup jump shot,4th,CELTICS,76ERS,Sam Hauser,None,PS,None,1,1,100.0,97,101,4
5:14,defensive rebound,4th,CELTICS,76ERS,Jaden Springer,None,PS,None,1,1,0.0,97,101,4
5:14,personal foul,4th,CELTICS,76ERS,Dalano Banton,None,PS,None,1,1,100.0,97,101,4
5:04,misses 29-foot three point pullup jump shot,4th,CELTICS,76ERS,Terquavion Smith,None,PS,None,1,1,0.0,97,101,4
4:59,defensive rebound,4th,CELTICS,76ERS,Oshae Brissett,None,PS,None,1,1,100.0,97,101,4
4:53,makes two point shot,4th,CELTICS,76ERS,Payton Pritchard,None,PS,None,1,1,100.0,99,101,2
4:35,out of bounds bad pass turnover,4th,CELTICS,76ERS,Javonte Smart,None,PS,None,1,1,0.0,99,101,2
4:28,makes 14-foot driving floating jump shot,4th,CELTICS,76ERS,Payton Pritchard,None,PS,None,1,1,100.0,101,101,0
4:28,shooting foul,4th,CELTICS,76ERS,Terquavion Smith,None,PS,None,1,1,0.0,101,101,0
4:28,makes free throw 1 of 1,4th,CELTICS,76ERS,Payton Pritchard,None,PS,None,1,1,100.0,102,101,1
4:11,bad pass,4th,CELTICS,76ERS,Jaden Springer,None,PS,None,1,1,0.0,102,101,1
3:56,misses 27-foot three point jumper,4th,CELTICS,76ERS,Payton Pritchard,None,PS,None,1,1,100.0,102,101,1
3:52,offensive rebound,4th,CELTICS,76ERS,Oshae Brissett,None,PS,None,1,1,100.0,102,101,1
3:51,makes two point shot,4th,CELTICS,76ERS,Oshae Brissett,None,PS,None,1,1,100.0,104,101,3
3:37,misses 25-foot three point pullup jump shot,4th,CELTICS,76ERS,Terquavion Smith,None,PS,None,1,1,0.0,104,101,3
3:33,offensive rebound,4th,CELTICS,76ERS,Filip Petrusev,None,PS,None,1,1,0.0,104,101,3
3:21,makes 9-foot two point shot,4th,CELTICS,76ERS,Filip Petrusev,Jaden Springer,PS,None,1,1,0.0,104,103,1
2:54,misses 27-foot three point pullup jump shot,4th,CELTICS,76ERS,Payton Pritchard,None,PS,None,1,1,100.0,104,103,1
2:52,offensive rebound,4th,CELTICS,76ERS,Lamar Stevens,None,PS,None,1,1,100.0,104,103,1
2:52,makes dunk,4th,CELTICS,76ERS,Lamar Stevens,None,PS,None,1,1,100.0,106,103,3
2:52,shooting foul,4th,CELTICS,76ERS,Filip Petrusev,None,PS,None,1,1,0.0,106,103,3
2:52,makes free throw 1 of 1,4th,CELTICS,76ERS,Lamar Stevens,None,PS,None,1,1,100.0,107,103,4
2:34,misses driving layup,4th,CELTICS,76ERS,Terquavion Smith,None,PS,None,1,1,0.0,107,103,4
2:31,defensive rebound,4th,CELTICS,76ERS,Oshae Brissett,None,PS,None,1,1,100.0,107,103,4
2:12,blocks Dalano Banton 's 8-foot layup,4th,CELTICS,76ERS,Terquavion Smith,None,PS,None,1,1,0.0,107,103,4
2:09,offensive rebound,4th,CELTICS,76ERS,Dalano Banton,None,PS,None,1,1,100.0,107,103,4
2:08,misses two point shot,4th,CELTICS,76ERS,Dalano Banton,None,PS,None,1,1,100.0,107,103,4
2:04,offensive rebound,4th,CELTICS,76ERS,Dalano Banton,None,PS,None,1,1,100.0,107,103,4
2:04,makes two point shot,4th,CELTICS,76ERS,Dalano Banton,None,PS,None,1,1,100.0,109,103,6
1:55,IV misses layup,4th,CELTICS,76ERS,Ricky Council,None,PS,None,1,1,,109,103,6
1:53,defensive rebound,4th,CELTICS,76ERS,Lamar Stevens,None,PS,None,1,1,100.0,109,103,6
1:38,misses 24-foot three point jumper,4th,CELTICS,76ERS,Dalano Banton,None,PS,None,1,1,100.0,109,103,6
1:36,loose ball foul,4th,CELTICS,76ERS,Oshae Brissett,None,PS,None,1,1,100.0,109,103,6
1:36,makes free throw 1 of 2,4th,CELTICS,76ERS,David Duke Jr.,None,PS,None,1,1,0.0,109,104,5
1:36,makes free throw 2 of 2,4th,CELTICS,76ERS,David Duke Jr.,None,PS,None,1,1,0.0,109,105,4
1:18,misses 27-foot three point jumper,4th,CELTICS,76ERS,Sam Hauser,None,PS,None,1,1,100.0,109,105,4
1:14,defensive rebound,4th,CELTICS,76ERS,Filip Petrusev,None,PS,None,1,1,0.0,109,105,4
1:12,shooting foul,4th,CELTICS,76ERS,Lamar Stevens,None,PS,None,1,1,100.0,109,105,4
1:12,IV makes free throw 1 of 2,4th,CELTICS,76ERS,Ricky Council,None,PS,None,1,1,,109,106,3
1:12,IV misses free throw 2 of 2,4th,CELTICS,76ERS,Ricky Council,None,PS,None,1,1,,109,106,3
1:10,defensive rebound,4th,CELTICS,76ERS,Lamar Stevens,None,PS,None,1,1,100.0,109,106,3
49.1,makes 27-foot step back jumpshot,4th,CELTICS,76ERS,Payton Pritchard,None,PS,None,1,1,100.0,112,106,6
38.0,blocks David Duke Jr. 's 13-foot driving floating jump shot,4th,CELTICS,76ERS,Dalano Banton,None,PS,None,1,1,100.0,112,106,6
35.1,defensive rebound,4th,CELTICS,76ERS,Payton Pritchard,None,PS,None,1,1,100.0,112,106,6
16.1,makes 15-foot step back jumpshot,4th,CELTICS,76ERS,Lamar Stevens,None,PS,None,1,1,100.0,114,106,8
15.1,out of bounds bad pass turnover,4th,CELTICS,76ERS,Terquavion Smith,None,PS,None,1,1,0.0,114,106,8
11:36,misses driving floating jump shot,1st,RAPTORS,KINGS,Pascal Siakam,None,PS,None,1,1,100.0,0,0,0
11:34,defensive rebound,1st,RAPTORS,KINGS,Kevin Huerter,None,PS,None,1,1,0.0,0,0,0
11:24,makes driving dunk,1st,RAPTORS,KINGS,Keegan Murray,None,PS,None,1,1,0.0,0,2,2
11:02,shooting foul,1st,RAPTORS,KINGS,Keegan Murray,None,PS,None,1,1,0.0,0,2,2
11:02,makes free throw 1 of 2,1st,RAPTORS,KINGS,Scottie Barnes,None,PS,None,1,1,100.0,1,2,1
11:02,makes free throw 2 of 2,1st,RAPTORS,KINGS,Scottie Barnes,None,PS,None,1,1,100.0,2,2,0
10:42,shooting foul,1st,RAPTORS,KINGS,Jakob Poeltl,None,PS,None,1,1,100.0,2,2,0
10:42,makes free throw 1 of 2,1st,RAPTORS,KINGS,Domantas Sabonis,None,PS,None,1,1,0.0,2,3,1
10:42,makes free throw 2 of 2,1st,RAPTORS,KINGS,Domantas Sabonis,None,PS,None,1,1,0.0,2,4,2
10:26,misses 22-foot jumper,1st,RAPTORS,KINGS,Scottie Barnes,None,PS,None,1,1,100.0,2,4,2
10:24,defensive rebound,1st,RAPTORS,KINGS,De'Aaron Fox,None,PS,None,1,1,0.0,2,4,2
10:18,shooting foul,1st,RAPTORS,KINGS,Dennis Schroder,None,PS,None,1,1,100.0,2,4,2
10:18,makes free throw 1 of 2,1st,RAPTORS,KINGS,De'Aaron Fox,None,PS,None,1,1,0.0,2,5,3
10:18,makes free throw 2 of 2,1st,RAPTORS,KINGS,De'Aaron Fox,None,PS,None,1,1,0.0,2,6,4
9:58,misses two point shot,1st,RAPTORS,KINGS,Jakob Poeltl,None,PS,None,1,1,100.0,2,6,4
9:55,defensive rebound,1st,RAPTORS,KINGS,Domantas Sabonis,None,PS,None,1,1,0.0,2,6,4
9:49,misses three point jumper,1st,RAPTORS,KINGS,Harrison Barnes,None,PS,None,1,1,0.0,2,6,4
9:40,makes 13-foot jumper,1st,RAPTORS,KINGS,Domantas Sabonis,De'Aaron Fox,PS,None,1,1,0.0,2,8,6
9:25,makes 8-foot two point shot,1st,RAPTORS,KINGS,Scottie Barnes,None,PS,None,1,1,100.0,4,8,4
9:18,personal foul,1st,RAPTORS,KINGS,Dennis Schroder,None,PS,None,1,1,100.0,4,8,4
9:09,makes 7-foot hook shot,1st,RAPTORS,KINGS,Kevin Huerter,Domantas Sabonis,PS,None,1,1,0.0,4,10,6
8:54,makes 7-foot two point shot,1st,RAPTORS,KINGS,Scottie Barnes,Dennis Schroder,PS,None,1,1,100.0,6,10,4
8:47,misses two point shot,1st,RAPTORS,KINGS,De'Aaron Fox,None,PS,None,1,1,0.0,6,10,4
8:44,defensive rebound,1st,RAPTORS,KINGS,Scottie Barnes,None,PS,None,1,1,100.0,6,10,4
8:40,misses 6-foot two point shot,1st,RAPTORS,KINGS,Scottie Barnes,None,PS,None,1,1,100.0,6,10,4
8:38,defensive rebound,1st,RAPTORS,KINGS,Domantas Sabonis,None,PS,None,1,1,0.0,6,10,4
8:26,makes three point jumper,1st,RAPTORS,KINGS,Harrison Barnes,Domantas Sabonis,PS,None,1,1,0.0,6,13,7
8:07,makes 26-foot three point jumper,1st,RAPTORS,KINGS,Dennis Schroder,Pascal Siakam,PS,None,1,1,100.0,9,13,4
7:59,personal foul,1st,RAPTORS,KINGS,Dennis Schroder,None,PS,None,1,1,100.0,9,13,4
7:52,makes 26-foot three point jumper,1st,RAPTORS,KINGS,Keegan Murray,Domantas Sabonis,PS,None,1,1,0.0,9,16,7
7:33,misses 23-foot three point jumper,1st,RAPTORS,KINGS,Scottie Barnes,None,PS,None,1,1,100.0,9,16,7
7:31,personal foul,1st,RAPTORS,KINGS,Domantas Sabonis,None,PS,None,1,1,0.0,9,16,7
7:17,misses 23-foot step back jumpshot,1st,RAPTORS,KINGS,Pascal Siakam,None,PS,None,1,1,100.0,9,16,7
7:03,misses 13-foot jumper,1st,RAPTORS,KINGS,Domantas Sabonis,None,PS,None,1,1,0.0,9,16,7
7:00,defensive rebound,1st,RAPTORS,KINGS,Scottie Barnes,None,PS,None,1,1,100.0,9,16,7
6:59,misses two point shot,1st,RAPTORS,KINGS,Gary Trent Jr.,None,PS,None,1,1,100.0,9,16,7
6:58,offensive rebound,1st,RAPTORS,KINGS,Jakob Poeltl,None,PS,None,1,1,100.0,9,16,7
6:57,makes tip shot,1st,RAPTORS,KINGS,Jakob Poeltl,None,PS,None,1,1,100.0,11,16,5
6:48,misses 24-foot three point jumper,1st,RAPTORS,KINGS,Kevin Huerter,None,PS,None,1,1,0.0,11,16,5
6:45,defensive rebound,1st,RAPTORS,KINGS,Jakob Poeltl,None,PS,None,1,1,100.0,11,16,5
6:37,makes 6-foot hook shot,1st,RAPTORS,KINGS,Pascal Siakam,O.G. Anunoby,PS,None,1,1,100.0,13,16,3
6:21,misses 23-foot three point jumper,1st,RAPTORS,KINGS,Harrison Barnes,None,PS,None,1,1,0.0,13,16,3
6:19,offensive rebound,1st,RAPTORS,KINGS,Domantas Sabonis,None,PS,None,1,1,0.0,13,16,3
6:17,makes two point shot,1st,RAPTORS,KINGS,Harrison Barnes,Domantas Sabonis,PS,None,1,1,0.0,13,18,5
6:01,misses 19-foot step back jumpshot,1st,RAPTORS,KINGS,O.G. Anunoby,None,PS,None,1,1,,13,18,5
5:58,defensive rebound,1st,RAPTORS,KINGS,Kevin Huerter,None,PS,None,1,1,0.0,13,18,5
5:52,makes two point shot,1st,RAPTORS,KINGS,Harrison Barnes,De'Aaron Fox,PS,None,1,1,0.0,13,20,7
5:27,makes 26-foot three point jumper,1st,RAPTORS,KINGS,Gary Trent Jr.,Scottie Barnes,PS,None,1,1,100.0,16,20,4
5:12,bad pass,1st,RAPTORS,KINGS,De'Aaron Fox,None,PS,None,1,1,0.0,16,20,4
5:10,shooting foul,1st,RAPTORS,KINGS,De'Aaron Fox,None,PS,None,1,1,0.0,16,20,4
5:10,misses free throw 1 of 2,1st,RAPTORS,KINGS,Chris Boucher,None,PS,None,1,1,100.0,16,20,4
5:10,misses free throw 2 of 2,1st,RAPTORS,KINGS,Chris Boucher,None,PS,None,1,1,100.0,16,20,4
5:07,defensive rebound,1st,RAPTORS,KINGS,Domantas Sabonis,None,PS,None,1,1,0.0,16,20,4
5:02,misses three point jumper,1st,RAPTORS,KINGS,Keegan Murray,None,PS,None,1,1,0.0,16,20,4
5:01,defensive rebound,1st,RAPTORS,KINGS,Scottie Barnes,None,PS,None,1,1,100.0,16,20,4
4:54,makes dunk,1st,RAPTORS,KINGS,Chris Boucher,O.G. Anunoby,PS,None,1,1,100.0,18,20,2
4:40,palming turnover,1st,RAPTORS,KINGS,Malik Monk,None,PS,None,1,1,0.0,18,20,2
4:29,bad pass,1st,RAPTORS,KINGS,Gary Trent Jr.,None,PS,None,1,1,100.0,18,20,2
4:26,blocks Keegan Murray's two point shot,1st,RAPTORS,KINGS,Pascal Siakam,None,PS,None,1,1,100.0,18,20,2
4:25,offensive rebound,1st,RAPTORS,KINGS,Davion Mitchell,None,PS,None,1,1,0.0,18,20,2
4:24,makes two point shot,1st,RAPTORS,KINGS,Davion Mitchell,None,PS,None,1,1,0.0,18,22,4
4:06,misses 25-foot three point jumper,1st,RAPTORS,KINGS,Gary Trent Jr.,None,PS,None,1,1,100.0,18,22,4
4:01,shooting foul,1st,RAPTORS,KINGS,Trey Lyles,None,PS,None,1,1,0.0,18,22,4
4:01,makes free throw 1 of 2,1st,RAPTORS,KINGS,Pascal Siakam,None,PS,None,1,1,100.0,19,22,3
4:01,makes free throw 2 of 2,1st,RAPTORS,KINGS,Pascal Siakam,None,PS,None,1,1,100.0,20,22,2
3:53,shooting foul,1st,RAPTORS,KINGS,Gary Trent Jr.,None,PS,None,1,1,100.0,20,22,2
3:53,misses free throw 1 of 3,1st,RAPTORS,KINGS,Malik Monk,None,PS,None,1,1,0.0,20,22,2
